length,example,source_test_indices,true_text,predicted_text,correct,minimum_softmax_score
4,26,319 8621 7015 3407,5023,5023,1,0.9999005794525146
4,27,7235 1188 123 7225,2060,2060,1,0.9653630256652832
4,28,1965 4196 6313 6954,2547,2547,1,0.9615263938903809
4,29,3765 1710 7000 649,1717,1717,1,0.9973306655883789
4,30,2807 6052 3834 2709,3234,3234,1,0.9984461665153503
4,31,3522 2822 4281 3199,2105,2105,1,0.9796323180198669
4,32,3536 4541 1367 9934,0338,0338,1,0.9997584223747253
4,33,9694 5639 830 6509,8926,8926,1,0.995329737663269
4,34,9349 8491 7861 4124,5178,5178,1,0.971259593963623
4,35,3994 4943 2856 6945,5288,5288,1,0.9286802411079407
4,36,8978 5555 728 4036,0321,0321,1,0.9994788765907288
4,37,911 6592 3910 4211,7936,7936,1,0.9000224471092224
4,38,1703 6981 734 426,7539,7539,1,0.9968414306640625
4,39,1827 8151 3288 4168,8741,8741,1,0.8380570411682129
4,40,3780 749 4235 5351,4195,4195,1,0.5379023551940918
4,41,357 5910 6479 1348,1562,1562,1,0.9849252104759216
4,42,2736 7049 4129 9569,7092,7092,1,0.9930641055107117
4,43,6846 2689 6243 4707,6578,6578,1,0.986748993396759
4,44,3090 2722 7133 5718,0100,0100,1,0.9975772500038147
4,45,9975 4054 5216 6270,3525,3525,1,0.9693744778633118
4,46,5027 1085 4882 3948,4666,4666,1,0.9977866411209106
4,47,3364 371 1042 7378,8238,8238,1,0.9994899034500122
4,48,8046 7408 4226 5370,8451,8451,1,0.9994490742683411
4,49,7228 827 1012 9660,1477,1477,1,0.831591010093689
4,50,7103 9317 44 96,3631,3631,1,0.7765903472900391
4,51,1503 5036 6685 1855,3168,3168,1,0.9784808158874512
4,52,1264 103 6733 4232,4411,4411,1,0.9771031141281128
4,53,2743 259 2900 3567,5648,5048,0,0.622619092464447
4,54,5707 9283 6196 555,9354,9354,1,0.9997894167900085
4,55,7658 8104 5710 8111,1680,1680,1,0.9960029721260071
4,56,9661 6065 9782 5501,1366,1366,1,0.9895644187927246
4,57,1807 5318 6707 1243,0165,0165,1,0.9969801306724548
4,58,9400 7697 110 8801,5983,5983,1,0.9789520502090454
4,59,4865 5117 8125 3049,7683,7683,1,0.9990180730819702
4,60,669 7311 8638 2634,3373,3373,1,0.99985671043396
4,61,6435 4602 1445 691,8108,8108,1,0.9902119040489197
4,62,2747 86 8747 2604,0755,0755,1,0.9940563440322876
4,63,8977 9774 2016 6089,9177,9177,1,0.7016000747680664
4,64,5157 1946 6602 2687,2800,2800,1,0.9997065663337708
4,65,8850 504 3416 3207,1152,1152,1,0.7776286005973816
4,66,7486 5783 60 7318,2179,2179,1,0.9984986782073975
4,67,8551 3270 1889 1414,3639,3639,1,0.6658127903938293
4,68,7719 782 4781 9902,3370,3370,1,0.997847318649292
4,69,77 804 9506 9279,2087,2087,1,0.9973975419998169
4,70,6701 4536 9991 1678,0682,0580,0,0.707338273525238
4,71,4578 914 7118 7826,7895,7895,1,0.8084264397621155
4,72,6561 9988 1819 5758,7564,7564,1,0.9074702858924866
4,73,7376 9068 2239 3988,4818,4818,1,0.9907723665237427
4,74,3558 3041 475 6120,5945,0945,0,0.6317852139472961
4,75,9488 6638 1369 7300,0577,0577,1,0.9993597865104675
4,76,9865 1299 7739 8389,0520,0320,0,0.5669304728507996
4,77,4618 6412 1701 4439,6246,6246,1,0.9372109770774841
4,78,9626 4611 3006 8519,5097,5097,1,0.973055362701416
4,79,3117 9895 4239 2923,5769,5769,1,0.5588017106056213
4,80,3927 6145 1901 6491,9895,9845,0,0.9419901371002197
4,81,1255 1497 8882 2587,9793,9793,1,0.9977666139602661
4,82,551 4017 5680 850,7481,7481,1,0.8561297655105591
4,83,1577 7441 1393 8772,6650,6630,0,0.835146427154541
4,84,8427 217 5976 8177,1686,1686,1,0.9616169929504395
4,85,263 8809 9735 3078,7143,7143,1,0.856296718120575
4,86,856 7876 8315 8937,5226,5226,1,0.9961579442024231
4,87,5898 7535 933 8546,6936,6936,1,0.9989408850669861
4,88,5875 2512 3902 717,8850,8850,1,0.812219500541687
4,89,5708 6226 9253 370,3347,3347,1,0.9663889408111572
4,90,6010 9300 1126 6923,2770,2770,1,0.9925532937049866
4,91,8466 9903 6078 2373,8164,8164,1,0.9951649904251099
4,92,3156 7354 2309 578,6083,6083,1,0.968999445438385
4,93,2967 8650 8732 2504,7161,7161,1,0.989985466003418
4,94,3786 745 7880 5547,1168,1168,1,0.9842931628227234
4,95,1960 7664 5319 3518,8446,8446,1,0.9976882934570312
4,96,8066 3053 6668 4734,9562,9562,1,0.9894090890884399
4,97,1028 1240 1648 7320,3197,3197,1,0.9637909531593323
4,98,9333 8303 8825 2505,4177,4177,1,0.998941957950592
4,99,9570 1789 8082 324,1350,1350,1,0.9751859307289124
4,100,5515 5238 7115 2138,2722,2722,1,0.989065408706665
4,101,3995 5342 9366 5151,3064,3064,1,0.9799153208732605
4,102,4766 9295 277 9042,5188,5188,1,0.999139666557312
4,103,7630 8163 7481 4977,5081,5081,1,0.9989750385284424
4,104,6268 4019 4029 3057,4642,4642,1,0.9982896447181702
4,105,896 4526 5041 3359,0380,0380,1,0.9908906817436218
4,106,4070 6239 8075 9609,0188,0188,1,0.9895004630088806
4,107,3148 4864 8612 6385,1125,1125,1,0.9888904094696045
4,108,9343 5109 5878 3744,6036,6036,1,0.9967856407165527
4,109,9876 275 9318 4335,1423,1423,1,0.9937272071838379
4,110,8898 7906 2043 8429,4643,4683,0,0.880439281463623
4,111,192 40 3897 3173,0136,0136,1,0.9928994178771973
4,112,2213 2539 3172 949,8741,8741,1,0.906486988067627
4,113,6693 9436 3860 7205,6052,6052,1,0.9994416832923889
4,114,6788 4332 1904 9262,5497,5497,1,0.9895592927932739
4,115,1686 1899 5085 9872,8863,8863,1,0.931168258190155
4,116,8349 3598 8042 2498,6164,6164,1,0.8205299973487854
4,117,7873 5023 4704 3802,0462,0462,1,0.9994944334030151
4,118,1604 7908 4739 8007,2700,2700,1,0.9877886176109314
4,119,5016 3575 2306 7501,8743,8743,1,0.9971103668212891
4,120,6187 9028 1852 9576,6967,6967,1,0.9933463335037231
4,121,2265 8476 5188 1430,4881,4881,1,0.9986024498939514
4,122,7194 8906 8008 7297,4978,4978,1,0.9940063953399658
4,123,2408 7045 3322 7918,3405,3405,1,0.9581453800201416
4,124,4758 2083 9175 9836,3331,3331,1,0.998339056968689
4,125,1740 4931 6178 1756,8188,8188,1,0.9959338307380676
4,126,9099 2821 8571 1702,4058,4058,1,0.9961537718772888
4,127,9634 5863 1799 5598,0275,0275,1,0.46498140692710876
4,128,2104 735 4681 5490,7191,7191,1,0.9979863166809082
4,129,5159 1170 6081 7763,4893,4893,1,0.8331989049911499
4,130,5219 2419 4610 772,9891,9891,1,0.9935799837112427
4,131,9258 272 3181 839,1168,1168,1,0.8971158266067505
4,132,4448 3561 6116 6306,0437,0437,1,0.9985010623931885
4,133,7736 5866 9601 142,9703,9703,1,0.8750830888748169
4,134,502 7063 2482 8900,5179,5179,1,0.9973716735839844
4,135,3242 5560 6995 3265,0740,0740,1,0.9992319345474243
4,136,1458 2951 5574 2799,6553,6553,1,0.9927027225494385
4,137,7899 6282 9678 3513,1562,1562,1,0.4849860668182373
4,138,8614 7172 8783 9730,0656,0656,1,0.9999064207077026
4,139,42 251 2274 3746,4193,4193,1,0.986831784248352
4,140,9709 6683 1506 2098,5122,5120,0,0.9712638854980469
4,141,9577 7216 8826 3739,2083,2083,1,0.9023402333259583
4,142,6960 1912 956 9662,7813,7813,1,0.6805126070976257
4,143,1273 5475 2650 3,0280,0280,1,0.9968796968460083
4,144,7421 373 472 5287,4867,4867,1,0.9998273849487305
4,145,4387 8146 5730 5677,2994,2994,1,0.9727687239646912
4,146,2236 9491 2372 41,0377,0377,1,0.9964998960494995
4,147,6966 4270 9860 7100,6332,6332,1,0.9926701784133911
4,148,2681 872 9031 9724,3870,3870,1,0.9953433275222778
4,149,5095 1668 4593 5476,2974,2974,1,0.9982879757881165
4,150,1276 4786 3299 1110,7937,7937,1,0.999751627445221
4,151,7853 7951 6329 5716,8812,8812,1,0.995624840259552
4,152,4892 1176 3267 397,5025,5025,1,0.9956640601158142
4,153,9403 6016 3515 6599,6037,6037,1,0.9128836393356323
4,154,8105 1778 603 6414,8485,8485,1,0.9476420283317566
4,155,3018 799 9267 4944,6242,6242,1,0.998751163482666
4,156,3138 5071 8804 5809,3761,3761,1,0.9854080080986023
4,157,7949 2298 4289 3211,6821,6821,1,0.8993966579437256
4,158,4241 8487 1368 6461,0510,0510,1,0.9949702620506287
4,159,5862 2913 1516 4286,5540,5540,1,0.990830659866333
4,160,2327 228 8221 432,2104,2104,1,0.9976098537445068
4,161,2809 9325 6933 9976,8066,8066,1,0.9891566038131714
4,162,2903 864 8039 4169,5841,5841,1,0.9995865225791931
4,163,6967 6352 356 9377,9250,9250,1,0.9981675148010254
4,164,8237 9195 7848 5465,6627,6627,1,0.999671220779419
4,165,8375 2532 102 3183,7655,7655,1,0.9021212458610535
4,166,7881 2402 2600 8174,1482,1482,1,0.9992464780807495
4,167,9595 8328 5500 5202,2344,2344,1,0.9960049986839294
4,168,558 6507 1847 6088,9956,9956,1,0.987149178981781
4,169,5874 9752 9362 2551,5293,5293,1,0.9199061989784241
4,170,5660 7145 5299 1876,6791,6791,1,0.9988777041435242
4,171,4067 3930 1917 2735,5159,5159,1,0.91386878490448
4,172,3300 3023 1606 820,3876,3876,1,0.8648825883865356
4,173,7329 3862 9463 3919,3271,3271,1,0.958453893661499
4,174,2068 7149 7193 7533,9737,9737,1,0.9975881576538086
4,175,1568 7433 7011 9847,8882,8882,1,0.99601811170578
4,176,9244 8251 408 7738,0031,0031,1,0.9944359064102173
4,177,7141 8659 7520 6690,7143,7143,1,0.9996715784072876
4,178,8932 5028 8691 8662,8304,8304,1,0.9999340772628784
4,179,6077 7794 3147 1823,5298,5298,1,0.9693790674209595
4,180,8239 1908 8580 4885,1663,1663,1,0.9879899621009827
4,181,9708 5454 199 4813,4324,4324,1,0.9840179085731506
4,182,392 1900 5843 8414,6150,6150,1,0.8654089570045471
4,183,4921 8983 4322 2581,7075,7075,1,0.9675649404525757
4,184,514 6709 3468 9656,6853,6853,1,0.996631920337677
4,185,8310 1002 5004 4770,2243,2243,1,0.9211280345916748
4,186,2074 8016 2981 1247,4029,4025,0,0.8080107569694519
4,187,2320 9786 9584 6447,9553,9553,1,0.9119796752929688
4,188,5311 7180 2633 6695,9794,9794,1,0.9967325925827026
4,189,17 9001 9176 2983,7659,7659,1,0.9991046786308289
4,190,9058 3315 9438 5683,6019,6019,1,0.9991838335990906
4,191,5604 4381 4961 7722,1521,1521,1,0.9991057515144348
4,192,7369 7072 3451 5727,8076,8076,1,0.6417719125747681
4,193,431 2439 9352 3903,8200,8200,1,0.9884560108184814
4,194,8754 364 7411 2184,4512,4512,1,0.9964990615844727
4,195,6768 2567 8956 7723,7770,7770,1,0.966809093952179
4,196,2626 7104 1350 350,1311,1311,1,0.9793965816497803
4,197,2237 8129 112 8697,5236,5236,1,0.947870135307312
4,198,5531 4225 8210 250,0794,0794,1,0.933753490447998
4,199,2112 5034 8164 9451,2617,2617,1,0.9982434511184692
4,200,6058 800 6864 5964,1885,1885,1,0.9879217743873596
4,201,853 4975 9764 3235,7944,7944,1,0.9495547413825989
4,202,7203 866 520 9732,0588,0588,1,0.9957538843154907
4,203,4126 7977 716 5324,8217,8217,1,0.5829877853393555
4,204,3274 5960 971 513,2842,2842,1,0.9978567957878113
4,205,1680 6311 4350 6574,4222,4222,1,0.6375370025634766
4,206,8632 5715 9278 252,5669,5669,1,0.9998028874397278
4,207,4496 5271 5448 2066,8146,8146,1,0.994010865688324
4,208,9892 3486 5493 9793,8386,8386,1,0.5878041982650757
4,209,8497 8137 5609 3126,7061,7061,1,0.9969139099121094
4,210,4272 9424 9263 6584,9682,9682,1,0.9854816198348999
4,211,5182 4086 8288 5728,9897,9897,1,0.997946560382843
4,212,4276 7258 1804 2484,3637,3637,1,0.9933870434761047
4,213,174 7799 19 1599,2944,2944,1,0.9974715709686279
4,214,8597 382 7248 2161,3339,3339,1,0.9772223830223083
4,215,7645 6743 777 9140,7111,7111,1,0.9947890043258667
4,216,9604 3537 4128 3548,3533,3533,1,0.9960523843765259
4,217,6998 2172 5200 2099,9848,9848,1,0.9982282519340515
4,218,4120 2935 9189 3857,3809,3809,1,0.999315619468689
4,219,5672 6862 7604 9471,9324,9324,1,0.9914003610610962
4,220,182 8074 1667 7618,5711,5711,1,0.9846654534339905
4,221,8024 2718 7032 461,6676,6676,1,0.9981822967529297
4,222,8963 5378 776 7221,8640,8640,1,0.9995012283325195
4,223,9773 4914 3685 6958,7648,7648,1,0.9992615580558777
4,224,2463 7854 9677 7798,7903,7903,1,0.98868328332901
4,225,7850 6303 2255 3804,5930,5930,1,0.990426242351532
4,226,707 7034 8149 2366,4851,4851,1,0.9696584343910217
4,227,7475 226 9510 6340,5822,5822,1,0.9997294545173645
4,228,1249 8998 9266 8608,8927,8927,1,0.9989473223686218
4,229,2224 4590 7323 4466,5416,8416,0,0.5250380635261536
4,230,5953 4118 535 7306,1545,1545,1,0.9974557757377625
4,231,3434 4820 1252 655,1858,1858,1,0.9663645029067993
4,232,4632 1336 8881 3032,2200,2200,1,0.7747994661331177
4,233,8808 704 8170 1082,0055,0055,1,0.9959463477134705
4,234,6675 5763 916 757,6244,6244,1,0.9990001320838928
4,235,6091 3810 5611 9746,9587,9587,1,0.6569621562957764
4,236,5884 9882 9647 6015,6300,6300,1,0.9892505407333374
4,237,7336 3822 9541 1236,9641,9641,1,0.9950785636901855
4,238,9184 4601 7139 1187,5802,5802,1,0.7148863077163696
4,239,563 4492 8095 3993,8347,8347,1,0.969389796257019
4,240,9460 7783 6540 8212,3110,3110,1,0.970358669757843
4,241,1975 4809 7190 7231,7500,7500,1,0.9987127780914307
4,242,9395 564 9879 9582,1003,1003,1,0.9036049246788025
4,243,9336 5470 338 1261,1080,1080,1,0.9988464117050171
4,244,4693 4149 9674 333,7215,7215,1,0.9805442690849304
4,245,5641 3214 3276 8864,2113,2113,1,0.9987249970436096
4,246,8964 3692 9372 1614,5754,5754,1,0.9492741227149963
4,247,1073 6544 6538 4093,5569,5569,1,0.981065571308136
4,248,8588 4172 6383 7124,6407,6407,1,0.9994091987609863
4,249,1993 9322 5066 1108,1866,1866,1,0.9501402974128723
5,0,9996 9935 145 4902 1221,37155,37155,1,0.9913936257362366
5,1,1102 2009 1619 687 7392,59037,59037,1,0.9930108189582825
5,2,1518 5594 6630 1069 6115,21631,21631,1,0.9142619967460632
5,3,1401 4461 7962 7293 6315,75946,75946,1,0.9994274377822876
5,4,5042 9650 7816 4779 4630,97663,97663,1,0.9867295026779175
5,5,6478 994 743 8694 4030,01639,01639,1,0.9821130633354187
5,6,9665 69 8844 5297 3779,60271,60271,1,0.9980863332748413
5,7,1602 6099 5999 7523 9339,60770,60770,1,0.9974907636642456
5,8,4615 8160 9230 3071 7730,25023,25023,1,0.6024314165115356
5,9,3549 8763 3565 1581 6392,30575,30575,1,0.6885823011398315
5,10,1248 1358 3351 2643 3093,81165,81165,1,0.9318624138832092
5,11,9216 3191 966 738 7210,90926,90926,1,0.9854151010513306
5,12,6529 5678 6591 2479 6803,48605,48605,1,0.9508321285247803
5,13,9459 1244 6164 8085 1439,07709,07709,1,0.9869570732116699
5,14,8140 2336 775 8969 7183,34221,34221,1,0.9969515800476074
5,15,1722 1699 6330 9883 1763,27253,77253,0,0.8692966103553772
5,16,2370 9455 4752 8776 7759,00914,00914,1,0.9985883831977844
5,17,4554 645 8458 919 3785,05022,05022,1,0.976042628288269
5,18,1385 9659 7718 9602 8607,99813,99813,1,0.9413190484046936
5,19,5037 5551 5146 6613 2914,27363,27363,1,0.995928943157196
5,20,213 7641 3178 2106 8060,39003,39003,1,0.9977838397026062
5,21,5839 5285 5135 8289 629,15912,15912,1,0.929585874080658
5,22,8038 1696 4090 8258 353,52086,52086,1,0.9973426461219788
5,23,6499 4370 1718 8015 4314,20789,20789,1,0.9615141153335571
5,24,9062 7457 7447 8729 3171,22115,22115,1,0.9649296402931213
5,25,9287 8655 1162 8802 2797,93645,93645,1,0.9995428323745728
5,26,730 2028 4037 5190 8831,77676,77676,1,0.9829378724098206
5,27,9367 4130 8713 5225 171,07337,07337,1,0.9710035920143127
5,28,868 7758 8616 3579 5362,26434,26434,1,0.9990494847297668
5,29,8275 6477 3279 6464 6643,58880,58880,1,0.9907953143119812
5,30,3405 3675 5411 3601 3350,42616,42616,1,0.7395803928375244
5,31,7267 5178 4855 1206 3236,74777,74777,1,0.7446562051773071
5,32,5096 6459 2844 6965 6137,46758,46758,1,0.9985804557800293
5,33,7843 888 3934 9254 5861,62897,62897,1,0.9978058934211731
5,34,4765 9631 6388 1251 6177,60623,60623,1,0.9971820116043091
5,35,3667 2641 9078 118 5620,70897,70897,1,0.9738425612449646
5,36,6163 924 723 3046 3140,02080,02080,1,0.5420401692390442
5,37,9109 3296 438 9163 7025,57739,57739,1,0.9893935918807983
5,38,3679 2258 1300 2229 1808,11430,11430,1,0.9954785704612732
5,39,1119 8173 9913 4320 5008,77200,77200,1,0.9681517481803894
5,40,2052 4582 7540 7546 9420,82668,82668,1,0.9657365679740906
5,41,6261 767 3330 3081 7055,61223,61223,1,0.8416104912757874
5,42,3348 9511 3465 8094 4741,83420,83480,0,0.9270862936973572
5,43,6036 7479 3244 6327 4603,23181,23181,1,0.9797648787498474
5,44,486 308 8537 1370 3496,84950,84950,1,0.9964242577552795
5,45,6343 4683 2144 639 7212,89692,89692,1,0.9431951642036438
5,46,5752 2403 1100 5831 877,50718,50718,1,0.9860597848892212
5,47,6428 9572 8717 8640 8942,08998,08998,1,0.9965171813964844
5,48,6489 928 4285 5400 9703,09652,09652,1,0.9978007674217224
5,49,5161 3652 4850 1166 81,61836,61836,1,0.8100162744522095
5,50,9628 930 918 1120 534,77186,77186,1,0.9646190404891968
5,51,3878 4088 2706 861 1567,79168,79168,1,0.9982637763023376
5,52,9379 4981 6568 447 4139,22946,22946,1,0.9077069163322449
5,53,8542 7902 2118 7525 1801,67699,67099,0,0.6263933777809143
5,54,4057 7352 851 1749 1109,15023,15023,1,0.99958735704422
5,55,2082 3159 1611 5675 6473,26380,26380,1,0.9687733054161072
5,56,6888 8000 5325 2333 4194,94504,94504,1,0.9196411371231079
5,57,1751 9671 1591 9226 3342,45366,45366,1,0.9648677110671997
5,58,9450 4228 4315 7681 3353,87561,87561,1,0.9364388585090637
5,59,7202 2096 6951 8921 1047,00400,00400,1,0.9998805522918701
5,60,4279 79 9127 664 9617,27686,27686,1,0.9953435063362122
5,61,2766 1025 4955 5070 6152,61794,61794,1,0.9968396425247192
5,62,5108 4880 4374 1745 140,00596,00596,1,0.971418559551239
5,63,2516 8 705 5751 4343,95770,95770,1,0.8588340878486633
5,64,7575 4512 4521 6013 2678,26244,26244,1,0.9585064649581909
5,65,3111 3754 5901 1105 5841,75693,75693,1,0.9977906942367554
5,66,1122 4540 2886 697 5840,77442,77442,1,0.9904040098190308
5,67,7012 1524 9123 2189 285,28292,28292,1,0.5344615578651428
5,68,6528 8112 5922 6677 4353,22520,22520,1,0.9633408188819885
5,69,652 3331 7986 6037 358,16247,16247,1,0.6387689113616943
5,70,9939 2971 8359 2518 6029,02056,02056,1,0.9992184638977051
5,71,3367 8084 5918 7839 9057,29019,29019,1,0.3906002640724182
5,72,1717 4014 4807 6654 1557,81884,01084,0,0.7098364233970642
5,73,8955 5691 2257 8559 4023,94910,94910,1,0.9975274205207825
5,74,3712 9146 7586 8660 6964,66835,66835,1,0.9986268281936646
5,75,6594 886 9649 5312 4524,26141,26141,1,0.9968016147613525
5,76,8821 4244 6264 2861 8797,33024,33024,1,0.991238534450531
5,77,5778 3838 5381 7766 940,07276,07276,1,0.7658640742301941
5,78,6126 7898 1440 2515 2931,90453,90453,1,0.5044087171554565
5,79,1500 2611 3531 7617 4010,75301,75301,1,0.5702142119407654
5,80,3209 3441 7446 8787 9713,67089,67089,1,0.9730843305587769
5,81,894 4159 3186 8121 4577,38845,38845,1,0.9881417155265808
5,82,6041 5186 3507 1080 2297,21948,21948,1,0.993871808052063
5,83,4236 8090 1625 2417 5959,51407,51407,1,0.9860986471176147
5,84,56 2254 3373 9885 4753,42708,42708,1,0.9667550325393677
5,85,2732 473 5785 322 6573,61295,61295,1,0.9526373147964478
5,86,1150 3066 9546 4243 3417,34760,34760,1,0.9966476559638977
5,87,4508 3649 9039 8570 2713,81130,81130,1,0.9389976859092712
5,88,5187 2021 2565 6608 5856,55799,55799,1,0.6526856422424316
5,89,4647 8545 5902 7500 3935,31186,31186,1,0.9960439205169678
5,90,8562 7911 416 6771 8769,41166,41166,1,0.9815424084663391
5,91,6276 7259 1087 6763 6789,18531,18531,1,0.6514978408813477
5,92,536 6492 9065 9150 434,28589,28589,1,0.9926142692565918
5,93,4674 5721 8925 2155 6949,10402,10402,1,0.9878635406494141
5,94,437 8233 9405 3189 6096,31073,31073,1,0.9545032382011414
5,95,9304 9983 7865 5339 15,20755,20755,1,0.9953668117523193
5,96,3608 9998 3491 8682 1959,05910,05910,1,0.9987521171569824
5,97,2635 1570 7158 7999 351,20685,20685,1,0.553605318069458
5,98,9269 2027 3259 4425 8167,61193,61193,1,0.9686110019683838
5,99,1023 1972 8333 4117 61,40688,40688,1,0.9972633123397827
5,100,5788 6212 7560 115 5106,68449,68449,1,0.5020008683204651
5,101,4705 7671 1742 6870 8204,20394,20394,1,0.9985450506210327
5,102,4171 642 6220 5726 7368,10450,10450,1,0.9205313324928284
5,103,7013 5428 1930 2426 2168,20298,20298,1,0.8966855406761169
5,104,7346 4148 7987 8689 5075,67088,67088,1,0.9984033703804016
5,105,5213 9745 1146 5661 4297,64517,64517,1,0.6271384954452515
5,106,8103 1242 8467 1201 9953,64916,64916,1,0.6404793858528137
5,107,4115 2084 6265 7044 1205,24493,24493,1,0.8332507014274597
5,108,5985 5773 5158 2764 3129,57303,87303,0,0.6031550168991089
5,109,5254 6702 7498 946 3316,11577,11577,1,0.8866048455238342
5,110,1746 9918 6232 1363 2450,39173,39173,1,0.987799882888794
5,111,3080 9164 1765 1212 8377,37366,37366,1,0.9804485440254211
5,112,7982 6718 4021 7887 9243,49108,49108,1,0.9979155659675598
5,113,5267 7326 7288 4654 6931,23974,23974,1,0.9950553178787231
5,114,4826 1631 5932 4851 1074,49068,49068,1,0.9951812624931335
5,115,3763 6994 5507 9890 5805,56299,56299,1,0.9716682434082031
5,116,7710 1942 1691 4408 1415,28198,28198,1,0.8206923007965088
5,117,5050 809 6715 4925 3115,91435,91435,1,0.864341139793396
5,118,2631 4513 4309 4184 4591,08996,08996,1,0.9920734763145447
5,119,1632 2036 7824 2739 1259,67688,67688,1,0.9970340728759766
5,120,2355 1910 5628 7313 4049,15387,15387,1,0.9819425940513611
5,121,3160 7101 2433 5961 9848,94291,94291,1,0.9338771104812622
5,122,5495 6258 8675 2787 9733,86429,86429,1,0.9403589367866516
5,123,7831 8123 7916 7830 3338,36109,36109,1,0.9632110595703125
5,124,2990 9922 822 9668 8496,84790,84790,1,0.7265819907188416
5,125,8746 7806 4696 3261 9672,21534,21534,1,0.9656065106391907
5,126,108 5007 909 2113 9308,96753,96753,1,0.9953910112380981
5,127,7654 3825 1145 8818 4731,73408,73407,0,0.43155530095100403
5,128,4305 6022 6696 5331 5282,89412,89462,0,0.7550121545791626
5,129,63 5514 6011 7397 9106,31353,31353,1,0.5879634022712708
5,130,6033 6556 5725 884 178,61401,61401,1,0.9904167652130127
5,131,167 2506 9492 2934 8885,50497,50497,1,0.9844719767570496
5,132,5550 7548 2382 401 9720,16886,16886,1,0.9377179145812988
5,133,4990 596 6824 2538 8508,38693,38693,1,0.9471831321716309
5,134,2094 2188 3217 1890 1838,40321,40321,1,0.9924778938293457
5,135,8777 335 8305 9017 3404,33119,33119,1,0.9879482984542847
5,136,5608 865 955 8636 386,53516,53516,1,0.9852089881896973
5,137,9194 5368 4625 6333 887,50253,50253,1,0.9949703812599182
5,138,4252 1021 2645 5681 189,67461,67461,1,0.9734638929367065
5,139,7633 2024 4412 4101 2878,87691,87691,1,0.9275104999542236
5,140,4104 2851 5278 7879 1979,17849,17849,1,0.9495110511779785
5,141,7106 1881 8357 4884 9653,99891,99891,1,0.9883279204368591
5,142,5935 964 4636 5005 6322,31213,31213,1,0.9920650124549866
5,143,1167 8992 8950 8528 3019,40201,40201,1,0.9874115586280823
5,144,1839 7740 9006 3912 9743,23227,23227,1,0.9953294992446899
5,145,5963 4386 1204 2836 6963,61347,61347,1,0.9488496780395508
5,146,5712 5350 6641 7672 4919,61859,61859,1,0.9926119446754456
5,147,8991 8244 2243 1013 2273,01791,01791,1,0.9919891953468323
5,148,2233 1066 6200 2352 29,83961,83961,1,0.9945511221885681
5,149,8606 2126 2360 4482 5958,72626,72626,1,0.9602570533752441
5,150,6682 5272 6007 8295 5929,92720,92720,1,0.9874677658081055
5,151,6188 3273 84 516 5193,76821,76821,1,0.9982325434684753
5,152,6940 2685 7927 6 9831,39745,39745,1,0.8378778100013733
5,153,6427 2033 8353 8904 3162,40277,40277,1,0.9770637154579163
5,154,2644 2963 7442 5076 7514,54148,54148,1,0.9964159727096558
5,155,7195 5732 1754 3814 4621,51753,51753,1,0.8357171416282654
5,156,2127 5705 1985 179 2116,09486,09486,1,0.9974613189697266
5,157,1037 8996 2026 9784 1454,16690,16690,1,0.9987061023712158
5,158,4105 7849 7923 3501 23,13895,13895,1,0.9720214009284973
5,159,7716 6877 1682 9802 4222,20213,20213,1,0.9987820982933044
5,160,9741 9061 7921 9034 8842,91843,91843,1,0.6354865431785583
5,161,582 5176 2406 5438 8147,88988,28988,0,0.6600011587142944
5,162,5025 1677 6404 7394 5273,15843,15843,1,0.9876223206520081
5,163,6843 1373 4151 8876 3715,06733,06733,1,0.9927847385406494
5,164,8218 2429 1609 1492 5226,72298,72298,1,0.9116989970207214
5,165,2386 5204 2442 2065 8434,48784,48784,1,0.9024688005447388
5,166,6249 4535 5635 143 744,93312,93312,1,0.9983141422271729
5,167,4426 8774 4229 3319 4629,95488,95488,1,0.9881862998008728
5,168,1760 3154 6681 7233 8001,14339,14339,1,0.9944202303886414
5,169,7603 2562 8327 8935 85,86594,86594,1,0.9977030158042908
5,170,4605 36 3036 7458 3534,37634,37634,1,0.6890572309494019
5,171,4333 5483 4985 3102 3972,90256,90256,1,0.9289100766181946
5,172,5549 2456 3382 6067 8622,79656,79656,1,0.9984371066093445
5,173,2904 3745 7170 9946 693,21318,21318,1,0.9991004467010498
5,174,1092 4123 3969 6563 3278,38734,38734,1,0.948400616645813
5,175,446 8025 9562 5086 4127,62922,62922,1,0.898158848285675
5,176,6272 7724 5693 4958 1199,32606,32606,1,0.9979751706123352
5,177,8605 7925 8116 5129 6650,66689,66689,1,0.9960164427757263
5,178,3082 6955 2673 4772 8483,38943,38943,1,0.9974699020385742
5,179,4763 7370 3766 8479 6722,58393,58393,1,0.9734638929367065
5,180,9301 6310 6321 201 5711,11265,11265,1,0.9989184141159058
5,181,3478 4617 7833 1652 5018,90442,90442,1,0.9991870522499084
5,182,3251 9171 7230 6661 6367,01714,01714,1,0.9522317051887512
5,183,920 2496 7310 4875 5424,12669,12669,1,0.9947250485420227
5,184,9143 9224 163 7747 5998,14401,14401,1,0.9818819165229797
5,185,4471 7782 336 2992 3021,70932,70932,1,0.8849830031394958
5,186,6442 6727 4066 3395 2234,83267,83267,1,0.9992197751998901
5,187,4808 4274 7269 9221 5079,32000,32000,1,0.9394954442977905
5,188,1456 7192 8987 3726 3255,62541,62591,0,0.5137336254119873
